category_id,category_code
2232732102414041665,computers.components.cooler
2232732102640534085,apparel.shoes.keds
2232732102749585991,appliances.kitchen.hob
2232732102858637897,furniture.bedroom.blanket
2232732102950912587,appliances.sewing_machine
2232732103026410061,furniture.bedroom.blanket
2232732103101907535,electronics.clocks
2232732103210959441,computers.ebooks
2232732103294845523,apparel.shoes.step_ins
2232732103462617687,apparel.shoes.slipons
2232732103546503769,apparel.shoes
2232732103613612635,apparel.shoes.ballet_shoes
2232732103689110109,apparel.shoes
2232732103764607583,apparel.shoes
2232732103831716449,apparel.shoes
2232732103907213923,furniture.kitchen.table
2232732103982711397,furniture.kitchen.table
2232732104066597479,furniture.kitchen.table
2232732104175649385,apparel.scarf
2232732104259535467,apparel.scarf
2232732104343421549,apparel.scarf
2232732104418919023,apparel.shoes.step_ins
2232732104494416497,apparel.shoes
2232732104569913971,appliances.kitchen.grill
2232732104653800053,appliances.kitchen.grill
2232732104788017783,appliances.kitchen.grill
2232732104888681081,apparel.scarf
2232732105014510203,apparel.sock
2232732105123562109,apparel.scarf
2232732105635267203,kids.swing
2232732105811427975,appliances.kitchen.grill
2232732105912091273,appliances.kitchen.mixer
2232732106004365963,appliances.kitchen.grill
2232732106096640653,appliances.kitchen.toster
2232732106247635599,appliances.kitchen.toster
2232732106373464721,appliances.kitchen.toster
2232732106943890077,appliances.kitchen.toster
2232732107019387551,stationery.cartrige
2232732107111662241,appliances.kitchen.toster
2232732107312988837,apparel.shorts
2232732107413652135,apparel.shorts
2232732107489149609,apparel.shorts
2232732107614978731,apparel.shorts
2232732107883414193,electronics.audio.acoustic
2232732107967300275,apparel.underwear
2232732108059574965,apparel.underwear
2232732108135072439,apparel.underwear
2232732108168626872,apparel.underwear
2232732108244124346,apparel.underwear
2232732108319621820,apparel.underwear
2232732108453839552,accessories.bag
2232732108613223108,sport.trainer
2232732108713886406,apparel.costume
2232732108780995272,sport.trainer
2232732108839715530,apparel.costume
2232732108923601612,apparel.costume
2232732108982321870,apparel.costume
2232732109049430736,apparel.costume
2232732109108150994,construction.tools.painting
2232732109175259860,sport.trainer
2232732109250757334,construction.tools.painting
2232732109359809240,construction.tools.painting
2232732109418529498,apparel.shirt
2232732109494026972,accessories.umbrella
2232732109561135838,accessories.umbrella
2232732109628244704,apparel.shirt
2232732109712130786,accessories.umbrella
2232732109796016868,apparel.shirt
2232732109871514342,accessories.umbrella
2232732110022509290,sport.ski
2232732110089618156,apparel.trousers
2232732110148338414,apparel.trousers
2232732110207058672,appliances.kitchen.kettle
2232732110274167538,appliances.kitchen.kettle
2232732110366442228,apparel.shirt
2232732110450328310,country_yard.furniture.hammok
2232732110517437176,apparel.shirt
2232732110643266300,country_yard.furniture.hammok
2232732110718763774,furniture.living_room.cabinet
2232732110794261248,construction.tools.pump
2232732110861370114,furniture.living_room.cabinet
2232732110936867588,construction.tools.pump
2232732111012365062,country_yard.furniture.hammok
2232732111087862536,kids.swing
2232732111154971402,construction.tools.pump
2232732111238857484,sport.tennis
2232732111557624596,construction.tools.saw
2232732111633122070,furniture.kitchen.table
2232732111700230936,furniture.kitchen.table
2232732111775728410,kids.swing
2232732111876391708,construction.tools.saw
2232732111943500574,furniture.kitchen.table
2232732112035775264,sport.tennis
2232732112128049954,sport.tennis
2232732112211936036,apparel.tshirt
2232732112304210726,kids.swing
2232732112438428456,apparel.tshirt
2232732112539091754,kids.swing
2232732112614589228,furniture.kitchen.table
2232732112706863918,apparel.tshirt
2232732112782361392,kids.swing
2232732112857858866,computers.notebook
2232732113017242422,computers.notebook
2232732113235346234,apparel.tshirt
2232732113310843708,construction.tools.light
2232732113403118398,kids.swing
2232732113503781696,accessories.bag
2232732113596056386,accessories.bag
2232732113872880456,apparel.shoes
2232732113948377930,sport.bicycle
2232732114057429836,appliances.kitchen.refrigerators
2232732114124538702,apparel.shoes
2232732114200036176,construction.tools.light
2232732114283922258,furniture.bathroom.bath
2232732114376196948,furniture.bathroom.bath
2232732114460083030,furniture.living_room.cabinet
2232732114535580504,furniture.living_room.cabinet
2232732114611077978,construction.tools.light
2232732114686575452,furniture.bathroom.bath
2232732114845959008,apparel.shoes.keds
2232732114929845090,apparel.shoes
2232732115005342564,apparel.shoes.keds
2232732115072451430,apparel.shoes.keds
2232732115290555244,apparel.shoes
2232732115533824882,apparel.shoes
2232732115617710964,apparel.shoes.keds
2232732115693208438,apparel.underwear
2232732115777094520,apparel.underwear
2232732116137804674,apparel.underwear
2232732116347519880,appliances.environment.vacuum
2232732116498514828,apparel.jeans
2232732117446427558,apparel.shoes
2232732118536946624,apparel.shoes
2232732119400973272,apparel.costume
2232732119493247962,apparel.costume
2232732119585522652,apparel.costume
2232732119669408734,apparel.shoes
2232732120315331568,sport.snowboard
2232732120382440434,sport.snowboard
2232732120457937908,sport.diving
2232732120533435382,stationery.cartrige
2232732120617321464,apparel.shoes
2232732120684430330,apparel.shoes
2232732120768316412,apparel.shoes
2232732120852202494,apparel.shoes
2232732120927698944,sport.diving
2232732120994807810,apparel.shoes
2232732121070305284,construction.tools.saw
2232732121229688840,apparel.shoes
2232732122924187694,construction.tools.soldering
2232732123050016818,apparel.trousers
2232732124115370060,apparel.shoes.moccasins
2232732124283142224,apparel.shirt
2232732124526411862,apparel.shoes
2232732124778070108,apparel.shirt
2232732124853567582,apparel.shirt
2232732125549822064,auto.accessories.anti_freeze
2232732127344984218,apparel.glove
2232732127412093084,apparel.glove
2232732127479201950,accessories.bag
2232732127554699424,apparel.shoes
2232732127638585506,apparel.shoes
2232732127806357670,apparel.costume
2232732127974129834,apparel.shirt
2232732128041238700,apparel.shirt
2232732129735737558,sport.ski
2232732130230665442,apparel.shoes
2232732130591375596,sport.ski
2232732130985640184,sport.trainer
2232732131824501006,construction.tools.welding
2232732132814356774,construction.tools.screw
2232732133149901102,construction.tools.drill
2232732133527388470,apparel.sock
2232732133644828984,apparel.tshirt
2232732133720326458,electronics.clocks
2232732133913264446,apparel.tshirt
2232732133988761920,apparel.sock
2232732134081036610,apparel.tshirt
2232732134156534084,apparel.tshirt
2232732134240420166,apparel.sock
2232732134299140424,apparel.tshirt
2232732134366249290,apparel.tshirt
2232732134441746764,apparel.tshirt
2232732134987006296,electronics.audio.headphone
2232732135054115162,apparel.trousers
2232732135146389852,apparel.trousers
2232732135213498718,apparel.trousers
2232732135960084850,apparel.costume
2232732137142878612,furniture.bathroom.bath
2232732137285484952,furniture.bathroom.bath
2232732137780412838,furniture.kitchen.table
2232732137855910312,apparel.pajamas
2232732138325672372,apparel.costume
2234185357446873711,apparel.shirt
2282652065861730868,stationery.paper
2292044075982913587,furniture.bathroom.bath
