brand,date,price
dunu,2019-10-19,145.06
dunu,2019-10-21,96.28
dunu,2019-10-22,55.34
dunu,2019-10-23,545.88
dunu,2019-10-24,255.76
dunu,2019-10-25,145.06
dunu,2019-10-26,145.06
dunu,2019-10-28,289.38
dunu,2019-10-30,337.52
dynacord,2019-10-15,4514.65
dynacord,2019-10-16,31451.73
dynacord,2019-10-17,10273.09
dynacord,2019-10-18,8921.96
dynacord,2019-10-19,5830.78
dynacord,2019-10-20,9679.77
dynacord,2019-10-21,12754.49
dynacord,2019-10-22,11625.25
dynacord,2019-10-23,14199.58
dynacord,2019-10-24,4395.48
dynacord,2019-10-25,6036.7
dynacord,2019-10-26,21355.5
dynacord,2019-10-27,8776.79
dynacord,2019-10-28,15855.21
dynacord,2019-10-29,1919.48
dynacord,2019-10-30,12729.52
dynacord,2019-10-31,11025.5
ecler,2019-10-24,518.99
ecler,2019-10-27,518.99
edge,2019-10-01,51546.59
edge,2019-10-02,42959.94
edge,2019-10-03,37446.25
edge,2019-10-04,69965.91
edge,2019-10-05,71606.8
edge,2019-10-06,92800.91
edge,2019-10-07,88270.68
edge,2019-10-08,151815.37
edge,2019-10-09,131482.06
edge,2019-10-10,83510.81
edge,2019-10-11,101231.45
edge,2019-10-12,86049.16
edge,2019-10-13,84626.65
edge,2019-10-14,64689.32
edge,2019-10-15,73468.29
edge,2019-10-16,79334.62
edge,2019-10-17,77317.77
edge,2019-10-18,66102.8
edge,2019-10-19,57808.240000000005
edge,2019-10-20,70143.12
edge,2019-10-21,58799.15
edge,2019-10-22,62235.61
edge,2019-10-23,70129.18000000001
edge,2019-10-24,54101.89
edge,2019-10-25,65261.07
edge,2019-10-26,71602.32
edge,2019-10-27,63858.93
edge,2019-10-28,52026.31
edge,2019-10-29,65841.65
edge,2019-10-30,53969.58
edge,2019-10-31,62119.07
edifier,2019-10-01,13.28
edifier,2019-10-02,135.37
edifier,2019-10-03,152.31
edifier,2019-10-04,196.31
edifier,2019-10-05,125.16
edifier,2019-10-06,169.47
edifier,2019-10-07,79.48
edifier,2019-10-08,90.52
edifier,2019-10-09,107.65
edifier,2019-10-10,77.17
edifier,2019-10-11,94.79
edifier,2019-10-12,92.84
edifier,2019-10-13,117.71
edifier,2019-10-14,88.84
edifier,2019-10-15,72.62
edifier,2019-10-16,201.41
edifier,2019-10-17,252.63
edifier,2019-10-18,143.13
edifier,2019-10-19,118.67
edifier,2019-10-20,57.82
edifier,2019-10-21,80.22
edifier,2019-10-22,6.69
edifier,2019-10-23,70.64
edifier,2019-10-24,93.04
edifier,2019-10-25,192.11
edifier,2019-10-26,123.15
edifier,2019-10-27,104.84
edifier,2019-10-28,103.96
edifier,2019-10-29,112.13
edifier,2019-10-30,319.56
edifier,2019-10-31,207.12
edox,2019-10-01,35684.33
edox,2019-10-02,37130.44
edox,2019-10-03,28602.8
edox,2019-10-04,106563.19
edox,2019-10-05,55241.09
edox,2019-10-06,83593.68000000001
edox,2019-10-07,54791.61
edox,2019-10-08,52019.85
edox,2019-10-09,137279.2
edox,2019-10-10,41967.07
edox,2019-10-11,76305.71
edox,2019-10-12,65936.56
edox,2019-10-13,112360.84
edox,2019-10-14,37098.24
edox,2019-10-15,48500.33
edox,2019-10-16,48455.84
edox,2019-10-17,39023.67
edox,2019-10-18,49514.29
edox,2019-10-19,100465.31
edox,2019-10-20,38401.77
edox,2019-10-21,45840.8
edox,2019-10-22,35019.409999999996
edox,2019-10-23,29956.49
edox,2019-10-24,23063.11
edox,2019-10-25,42044.08
edox,2019-10-26,74037.45
edox,2019-10-27,58749.52
edox,2019-10-28,35194.47
edox,2019-10-29,81891.74
edox,2019-10-30,41985.99
edox,2019-10-31,47867.12
elari,2019-10-01,118828.05
elari,2019-10-02,127189.13
elari,2019-10-03,103859.09
elari,2019-10-04,116267.36
elari,2019-10-05,102503.91
elari,2019-10-06,99927.45
elari,2019-10-07,90496.87
elari,2019-10-08,88167.31999999999
elari,2019-10-09,85189.18
elari,2019-10-10,94611.68
elari,2019-10-11,104831.6
elari,2019-10-12,108366.41
elari,2019-10-13,123393.68
elari,2019-10-14,132383.80000000002
elari,2019-10-15,130164.08
elari,2019-10-16,137498.16
elari,2019-10-17,123552.14
elari,2019-10-18,117351.2
elari,2019-10-19,113771.61
elari,2019-10-20,109136.1
elari,2019-10-21,99112.97
elari,2019-10-22,99107.35
elari,2019-10-23,102429.48
elari,2019-10-24,109650.79
elari,2019-10-25,101799.54
elari,2019-10-26,88055.73999999999
elari,2019-10-27,95392.25
elari,2019-10-28,87785.29
elari,2019-10-29,74353.22
elari,2019-10-30,81363.75
elari,2019-10-31,85376.92
electro-voice,2019-10-01,96705.96
electro-voice,2019-10-02,42595.67
electro-voice,2019-10-03,52370.23
electro-voice,2019-10-04,34525.48
electro-voice,2019-10-05,93303.85
electro-voice,2019-10-06,122148.0
electro-voice,2019-10-07,67108.5
electro-voice,2019-10-08,95468.11
electro-voice,2019-10-09,80313.77
electro-voice,2019-10-10,45822.56
electro-voice,2019-10-11,91393.09
electro-voice,2019-10-12,58864.32
electro-voice,2019-10-13,114087.4
electro-voice,2019-10-14,110521.25
electro-voice,2019-10-15,287088.07
electro-voice,2019-10-16,201891.56
electro-voice,2019-10-17,187085.45
electro-voice,2019-10-18,195398.76
electro-voice,2019-10-19,195053.72
electro-voice,2019-10-20,126096.49
electro-voice,2019-10-21,173953.06
electro-voice,2019-10-22,151571.73
electro-voice,2019-10-23,121357.8
electro-voice,2019-10-24,129074.06
electro-voice,2019-10-25,164403.38
electro-voice,2019-10-26,165290.38
electro-voice,2019-10-27,169052.34
electro-voice,2019-10-28,175838.88
electro-voice,2019-10-29,140303.63
electro-voice,2019-10-30,125597.22
electro-voice,2019-10-31,135637.86
element,2019-10-01,1656.46
element,2019-10-02,370.67
element,2019-10-03,1517.45
element,2019-10-04,1274.2
element,2019-10-05,2502.04
element,2019-10-06,3950.02
element,2019-10-07,2548.4
element,2019-10-08,5455.88
element,2019-10-09,1529.04
element,2019-10-10,880.35
element,2019-10-11,2481.45
element,2019-10-12,8122.53
element,2019-10-13,3904.92
element,2019-10-14,4935.85
element,2019-10-15,5590.96
element,2019-10-16,3870.17
element,2019-10-17,2883.0
element,2019-10-18,10395.53
element,2019-10-19,46796.14
element,2019-10-20,45152.52
element,2019-10-21,48832.25
element,2019-10-22,25564.9
element,2019-10-23,8256.42
element,2019-10-24,38969.59
element,2019-10-25,26396.72
element,2019-10-26,2097.84
element,2019-10-27,3212.3999999999996
element,2019-10-28,27666.96
element,2019-10-29,48278.11
element,2019-10-30,52075.3
element,2019-10-31,56190.12
elenberg,2019-10-01,103292.97
elenberg,2019-10-02,122645.92
elenberg,2019-10-03,119807.07
elenberg,2019-10-04,84203.42
elenberg,2019-10-05,94366.03
elenberg,2019-10-06,71702.06999999999
elenberg,2019-10-07,78360.04
elenberg,2019-10-08,79407.73
elenberg,2019-10-09,77419.34999999999
elenberg,2019-10-10,66373.16
elenberg,2019-10-11,100616.55
elenberg,2019-10-12,95606.98
elenberg,2019-10-13,96647.13
elenberg,2019-10-14,143762.37
elenberg,2019-10-15,138906.75
elenberg,2019-10-16,121123.41
elenberg,2019-10-17,104333.13
elenberg,2019-10-18,123507.5
elenberg,2019-10-19,125040.11
elenberg,2019-10-20,110972.71
elenberg,2019-10-21,108793.93
elenberg,2019-10-22,99197.6
elenberg,2019-10-23,89736.45
elenberg,2019-10-24,103873.7
elenberg,2019-10-25,133584.41
elenberg,2019-10-26,145069.57
elenberg,2019-10-27,135193.86000000002
elenberg,2019-10-28,56632.81
elenberg,2019-10-29,58730.97
elenberg,2019-10-30,58949.99
elenberg,2019-10-31,72639.48
energysistem,2019-10-26,252.04
energysistem,2019-10-27,630.02
energysistem,2019-10-28,125.96
energysistem,2019-10-29,377.85
energysistem,2019-10-30,251.9
energysistem,2019-10-31,377.77
enya,2019-10-01,509.66
enya,2019-10-03,254.83
enya,2019-10-04,509.66
enya,2019-10-05,2038.64
enya,2019-10-08,254.83
enya,2019-10-11,254.83
enya,2019-10-12,244.54
enya,2019-10-13,509.66
enya,2019-10-14,1263.86
enya,2019-10-15,254.83
enya,2019-10-17,254.83
enya,2019-10-18,254.83
enya,2019-10-19,509.66
enya,2019-10-20,254.83
enya,2019-10-22,254.83
enya,2019-10-24,254.83
enya,2019-10-25,254.83
enya,2019-10-26,764.49
enya,2019-10-28,509.66
enya,2019-10-30,1274.15
epson,2019-10-01,116838.21
epson,2019-10-02,134166.45
epson,2019-10-03,95810.95
epson,2019-10-04,96703.68
epson,2019-10-05,103709.76
epson,2019-10-06,111333.78
epson,2019-10-07,83520.61
epson,2019-10-08,97764.84
epson,2019-10-09,53339.8
epson,2019-10-10,66925.76
epson,2019-10-11,87260.4
epson,2019-10-12,74476.26
epson,2019-10-13,113271.05
epson,2019-10-14,106827.88
epson,2019-10-15,93759.56
epson,2019-10-16,101937.99
epson,2019-10-17,151408.81
epson,2019-10-18,99166.01
epson,2019-10-19,46217.1
epson,2019-10-20,44710.41
epson,2019-10-21,106637.98
epson,2019-10-22,106720.77
epson,2019-10-23,105516.35
epson,2019-10-24,37905.54
epson,2019-10-25,97795.48
epson,2019-10-26,68527.78
epson,2019-10-27,125598.27
epson,2019-10-28,67608.14
epson,2019-10-29,86453.41
epson,2019-10-30,85226.63
epson,2019-10-31,62173.28
ergo,2019-10-01,50641.1
ergo,2019-10-02,41242.72
ergo,2019-10-03,60593.009999999995
ergo,2019-10-04,35781.939999999995
ergo,2019-10-05,48983.649999999994
ergo,2019-10-06,47892.759999999995
ergo,2019-10-07,52632.73
ergo,2019-10-08,39086.74
ergo,2019-10-09,44731.91
ergo,2019-10-10,47095.16
ergo,2019-10-11,38655.98
ergo,2019-10-12,45613.28
ergo,2019-10-13,45673.28999999999
ergo,2019-10-14,66803.93999999999
ergo,2019-10-15,84408.05
ergo,2019-10-16,47505.23
ergo,2019-10-17,45917.759999999995
ergo,2019-10-18,50531.08
ergo,2019-10-19,47271.83
ergo,2019-10-20,45954.12
ergo,2019-10-21,45542.98
ergo,2019-10-22,44463.93
ergo,2019-10-23,25794.09
ergo,2019-10-24,40677.32
ergo,2019-10-25,56292.0
ergo,2019-10-26,32536.22
ergo,2019-10-27,52819.79
ergo,2019-10-28,30293.97
ergo,2019-10-29,38528.63
ergo,2019-10-30,52204.02
ergo,2019-10-31,40528.56
fender,2019-10-01,86638.3
fender,2019-10-02,74495.32
fender,2019-10-03,67410.18000000001
fender,2019-10-04,86565.05
fender,2019-10-05,110199.44
fender,2019-10-06,61069.380000000005
fender,2019-10-07,76648.59
fender,2019-10-08,81365.9
fender,2019-10-09,87116.21
fender,2019-10-10,77385.7
fender,2019-10-11,104114.12
fender,2019-10-12,101293.97
fender,2019-10-13,115713.49
fender,2019-10-14,173082.18
fender,2019-10-15,207153.72
fender,2019-10-16,50158.34
fender,2019-10-17,40174.29
fender,2019-10-18,254693.19
fender,2019-10-19,267865.64
fender,2019-10-20,246976.9
fender,2019-10-21,228631.65
fender,2019-10-22,183652.71
fender,2019-10-23,169573.35
fender,2019-10-24,55294.97
fender,2019-10-25,101297.87
fender,2019-10-26,152689.74
fender,2019-10-27,206961.36
fender,2019-10-28,191979.35
fender,2019-10-29,123952.94
fender,2019-10-30,78492.67
fender,2019-10-31,56766.76
festina,2019-10-29,908.93
festina,2019-10-30,330.52
festina,2019-10-31,413.15
fiio,2019-10-01,651.74
fiio,2019-10-03,144.89
fiio,2019-10-04,67.42
fiio,2019-10-05,67.42
fiio,2019-10-06,202.73
fiio,2019-10-07,289.58
fiio,2019-10-08,241.44
fiio,2019-10-09,96.28
fiio,2019-10-11,482.61
fiio,2019-10-12,526.46
fiio,2019-10-13,1540.23
fiio,2019-10-14,241.17
fiio,2019-10-15,1245.53
fiio,2019-10-16,888.27
fiio,2019-10-17,173.60000000000002
fiio,2019-10-18,188.14
fiio,2019-10-19,458.44
fiio,2019-10-20,675.44
fiio,2019-10-21,105.98
fiio,2019-10-22,168.86
fiio,2019-10-23,120.65
fiio,2019-10-24,241.17
fiio,2019-10-25,362.16
fiio,2019-10-26,216.74
fiio,2019-10-27,40.93
fiio,2019-10-28,48.34
fiio,2019-10-29,709.44
fiio,2019-10-31,622.61
fitbit,2019-10-01,900.8
fitbit,2019-10-02,900.8
fitbit,2019-10-03,1801.6
fitbit,2019-10-04,2522.24
fitbit,2019-10-05,2342.08
fitbit,2019-10-06,1261.12
fitbit,2019-10-07,1261.12
fitbit,2019-10-08,1981.76
fitbit,2019-10-09,1981.76
fitbit,2019-10-10,2882.56
fitbit,2019-10-11,2342.08
fitbit,2019-10-12,2882.56
fitbit,2019-10-13,1981.76
fitbit,2019-10-14,3242.88
fitbit,2019-10-15,3062.72
fitbit,2019-10-16,3423.04
fitbit,2019-10-17,1621.44
fitbit,2019-10-18,3603.2
fitbit,2019-10-19,3062.72
fitbit,2019-10-20,2522.24
fitbit,2019-10-21,1801.6
fitbit,2019-10-22,2161.92
fitbit,2019-10-23,1621.44
fitbit,2019-10-24,180.16
fitbit,2019-10-25,720.64
fitbit,2019-10-26,1441.28
fitbit,2019-10-27,900.8
fitbit,2019-10-28,1441.28
fitbit,2019-10-29,1621.44
fitbit,2019-10-30,1080.96
fitbit,2019-10-31,1080.96
fli,2019-10-01,4954.95
fli,2019-10-02,5096.5199999999995
fli,2019-10-03,5521.23
fli,2019-10-04,8918.91
fli,2019-10-05,8352.63
fli,2019-10-06,12175.02
fli,2019-10-07,10334.61
fli,2019-10-08,15572.7
fli,2019-10-09,16988.399999999998
fli,2019-10-10,9485.19
fli,2019-10-11,10193.04
fli,2019-10-12,7245.839999999999
fli,2019-10-13,10334.61
fli,2019-10-14,6512.219999999999
fli,2019-10-15,10193.04
fli,2019-10-16,9909.9
fli,2019-10-17,6229.08
fli,2019-10-18,9626.76
fli,2019-10-19,2972.97
fli,2019-10-20,7220.07
fli,2019-10-21,4813.38
fli,2019-10-22,8635.77
fli,2019-10-23,6370.65
fli,2019-10-24,4530.24
fli,2019-10-25,7361.639999999999
fli,2019-10-26,4247.099999999999
fli,2019-10-27,6936.929999999999
fli,2019-10-28,6370.65
fli,2019-10-29,4247.099999999999
fli,2019-10-30,3822.39
fli,2019-10-31,3397.68
flight,2019-10-01,1910.01
flight,2019-10-02,710.46
flight,2019-10-03,236.82
flight,2019-10-04,1673.19
flight,2019-10-05,839.17
flight,2019-10-06,1189.25
flight,2019-10-07,473.64
flight,2019-10-08,355.23
flight,2019-10-09,710.46
flight,2019-10-10,473.64
flight,2019-10-11,1307.66
flight,2019-10-12,720.76
flight,2019-10-13,118.41
flight,2019-10-14,947.28
flight,2019-10-15,1070.84
flight,2019-10-16,241.97
flight,2019-10-17,1194.4
flight,2019-10-18,1312.81
flight,2019-10-19,1194.4
flight,2019-10-20,473.64
flight,2019-10-21,1317.96
flight,2019-10-22,1189.25
flight,2019-10-23,844.3199999999999
flight,2019-10-24,720.76
flight,2019-10-25,592.05
flight,2019-10-26,947.28
flight,2019-10-27,355.23
flight,2019-10-28,355.23
flight,2019-10-29,828.87
flight,2019-10-30,1544.48
flight,2019-10-31,1189.25
fly,2019-10-01,11878.47
fly,2019-10-02,10845.0
fly,2019-10-03,8176.0
fly,2019-10-04,9217.36
fly,2019-10-05,8034.06
fly,2019-10-06,9980.72
fly,2019-10-07,11529.53
fly,2019-10-08,8458.6
fly,2019-10-09,9802.18
fly,2019-10-10,9261.1
fly,2019-10-11,12469.37
fly,2019-10-12,9387.84
fly,2019-10-13,10651.44
fly,2019-10-14,10548.08
fly,2019-10-15,12765.44
fly,2019-10-16,10185.74
fly,2019-10-17,8293.78
fly,2019-10-18,11347.23
fly,2019-10-19,9001.53
fly,2019-10-20,9679.91
fly,2019-10-21,8813.93
fly,2019-10-22,8068.96
fly,2019-10-23,9258.85
fly,2019-10-24,7729.09
fly,2019-10-25,6965.33
fly,2019-10-26,7866.83
fly,2019-10-27,7068.11
fly,2019-10-28,6958.48
fly,2019-10-29,6076.49
fly,2019-10-30,4747.22
fly,2019-10-31,5019.5
focal,2019-10-01,25902.48
focal,2019-10-02,31632.57
focal,2019-10-03,16982.16
focal,2019-10-04,33866.2
focal,2019-10-05,30197.21
focal,2019-10-06,28840.45
focal,2019-10-07,32138.69
focal,2019-10-08,47234.07
focal,2019-10-09,34634.25
focal,2019-10-10,48281.47
focal,2019-10-11,31817.39
focal,2019-10-12,23332.67
focal,2019-10-13,28541.11
focal,2019-10-14,15491.46
focal,2019-10-15,11006.7
focal,2019-10-16,27359.3
focal,2019-10-17,17706.94
focal,2019-10-18,24366.26
focal,2019-10-19,14264.13
focal,2019-10-20,29184.89
focal,2019-10-21,22725.19
focal,2019-10-22,17397.02
focal,2019-10-23,11843.79
focal,2019-10-24,12609.41
focal,2019-10-25,20256.86
focal,2019-10-26,13016.55
focal,2019-10-27,16233.03
focal,2019-10-28,14516.2
focal,2019-10-29,10947.1
focal,2019-10-30,11634.31
focal,2019-10-31,15602.48
force,2019-10-03,54.06
force,2019-10-08,54.06
force,2019-10-11,54.06
force,2019-10-17,54.06
force,2019-10-21,54.06
force,2019-10-27,54.06
fossil,2019-10-01,54423.78
fossil,2019-10-02,46754.09
fossil,2019-10-03,58288.88
fossil,2019-10-04,31985.15
fossil,2019-10-05,55871.57
fossil,2019-10-06,37260.95
fossil,2019-10-07,56836.12
fossil,2019-10-08,60900.99
fossil,2019-10-09,66334.42
fossil,2019-10-10,48730.84
fossil,2019-10-11,54528.6
fossil,2019-10-12,41680.1
fossil,2019-10-13,74202.44
fossil,2019-10-14,45477.26
fossil,2019-10-15,52052.32
fossil,2019-10-16,50710.61
fossil,2019-10-17,44724.39
fossil,2019-10-18,51569.48
fossil,2019-10-19,66264.15
fossil,2019-10-20,70815.19
fossil,2019-10-21,47660.97
fossil,2019-10-22,41646.96
fossil,2019-10-23,48813.21
fossil,2019-10-24,60574.5
fossil,2019-10-25,63682.99
fossil,2019-10-26,64250.3
fossil,2019-10-27,50945.47
fossil,2019-10-28,83941.64
fossil,2019-10-29,65410.61
fossil,2019-10-30,51619.95
fossil,2019-10-31,62803.77
fostex,2019-10-01,1364.78
fostex,2019-10-02,849.67
fostex,2019-10-03,798.1899999999999
fostex,2019-10-04,334.57
fostex,2019-10-06,491.38
fostex,2019-10-07,207.71999999999997
fostex,2019-10-08,982.76
fostex,2019-10-09,516.0
fostex,2019-10-10,492.66
fostex,2019-10-11,737.1700000000001
fostex,2019-10-12,598.33
fostex,2019-10-13,1231.65
fostex,2019-10-14,269.61
fostex,2019-10-15,106.52
fostex,2019-10-16,831.6600000000001
fostex,2019-10-17,106.52
fostex,2019-10-18,515.87
fostex,2019-10-19,1231.09
fostex,2019-10-20,738.99
fostex,2019-10-21,844.6600000000001
fostex,2019-10-22,2014.15
fostex,2019-10-24,1724.3100000000002
fostex,2019-10-25,345.85
fostex,2019-10-26,738.99
fostex,2019-10-27,1308.01
fostex,2019-10-28,984.68
fostex,2019-10-29,737.0699999999999
fostex,2019-10-30,1520.2
fostex,2019-10-31,1228.45
fsd,2019-10-12,684.72
fsd,2019-10-13,519.97
fsd,2019-10-14,767.09
fsd,2019-10-15,169.89
fsd,2019-10-16,870.04
fsd,2019-10-17,314.05
fsd,2019-10-18,221.38
fsd,2019-10-19,607.49
fsd,2019-10-20,417.0
fsd,2019-10-21,298.6
fujifilm,2019-10-04,875.16
fujifilm,2019-10-14,3191.7200000000003
fujifilm,2019-10-16,1660.23
fujifilm,2019-10-18,1634.48
fujifilm,2019-10-25,411.83
fujifilm,2019-10-31,823.66
g-cube,2019-10-01,19.3
g-cube,2019-10-05,9.65
g-cube,2019-10-06,9.65
g-cube,2019-10-07,19.3
g-cube,2019-10-09,19.3
g-cube,2019-10-11,9.78
g-cube,2019-10-17,9.78
g-cube,2019-10-18,29.339999999999996
g-cube,2019-10-19,9.78
g-cube,2019-10-22,9.78
g-cube,2019-10-24,9.78
g-cube,2019-10-25,68.46
g-cube,2019-10-29,9.78
g-cube,2019-10-30,9.78
gamdias,2019-10-20,119.31
gamdias,2019-10-22,40.92
gamdias,2019-10-24,122.76
gamemax,2019-10-01,85.69
gamemax,2019-10-02,209.87
gamemax,2019-10-03,113.25
gamemax,2019-10-04,85.69
gamemax,2019-10-05,63.03999999999999
gamemax,2019-10-06,185.22
gamemax,2019-10-07,262.99
gamemax,2019-10-08,90.6
gamemax,2019-10-09,142.82999999999998
gamemax,2019-10-10,108.34
gamemax,2019-10-11,141.95
gamemax,2019-10-12,269.9
gamemax,2019-10-13,275.95
gamemax,2019-10-14,171.38
gamemax,2019-10-15,237.43
gamemax,2019-10-16,111.35
gamemax,2019-10-17,102.7
gamemax,2019-10-18,148.73
gamemax,2019-10-19,466.93999999999994
gamemax,2019-10-20,143.82
gamemax,2019-10-21,518.26
gamemax,2019-10-22,130.98999999999998
gamemax,2019-10-23,266.89
gamemax,2019-10-24,113.25
gamemax,2019-10-25,45.3
gamemax,2019-10-26,22.65
gamemax,2019-10-27,135.89999999999998
gamemax,2019-10-28,362.4
gamemax,2019-10-29,51.22
gamemax,2019-10-31,113.25
garmin,2019-10-01,1496006.14
garmin,2019-10-02,1223150.34
garmin,2019-10-03,1255996.81
garmin,2019-10-04,1098391.64
garmin,2019-10-05,911578.92
garmin,2019-10-06,931423.8
garmin,2019-10-07,975082.75
garmin,2019-10-08,936914.75
garmin,2019-10-09,944276.39
garmin,2019-10-10,917511.44
garmin,2019-10-11,1038727.87
garmin,2019-10-12,1122440.65
garmin,2019-10-13,1303344.91
garmin,2019-10-14,1891766.49
garmin,2019-10-15,2209576.69
garmin,2019-10-16,2468127.35
garmin,2019-10-17,1936102.69
garmin,2019-10-18,2146672.17
garmin,2019-10-19,2208288.27
garmin,2019-10-20,2330549.13
garmin,2019-10-21,1991154.13
garmin,2019-10-22,2097282.87
garmin,2019-10-23,1884850.25
garmin,2019-10-24,1740347.64
garmin,2019-10-25,1767403.13
garmin,2019-10-26,1812523.16
garmin,2019-10-27,2030885.43
garmin,2019-10-28,1860167.99
garmin,2019-10-29,1572968.12
garmin,2019-10-30,1710820.07
garmin,2019-10-31,1844650.66
gembird,2019-10-01,16.31
gembird,2019-10-02,15.49
gembird,2019-10-06,93.67
gembird,2019-10-07,94.85
gembird,2019-10-08,30.07
gembird,2019-10-09,30.07
gembird,2019-10-10,16.31
gembird,2019-10-12,30.07
gembird,2019-10-15,82.43
gembird,2019-10-16,16.31
gembird,2019-10-18,60.14
gembird,2019-10-24,30.07
gembird,2019-10-29,30.07
genius,2019-10-01,1508.14
genius,2019-10-02,1094.89
genius,2019-10-03,476.49
genius,2019-10-04,190.24
genius,2019-10-05,510.89
genius,2019-10-06,283.59000000000003
genius,2019-10-07,533.33
genius,2019-10-08,307.96999999999997
genius,2019-10-09,415.97
genius,2019-10-10,933.11
genius,2019-10-11,697.71
genius,2019-10-12,240.87
genius,2019-10-13,395.26
genius,2019-10-14,181.3
genius,2019-10-15,388.16
genius,2019-10-16,323.90999999999997
genius,2019-10-17,256.06
genius,2019-10-18,367.61
genius,2019-10-19,435.41
genius,2019-10-20,502.26
genius,2019-10-21,371.42
genius,2019-10-22,604.25
genius,2019-10-23,476.28
genius,2019-10-24,346.21
genius,2019-10-25,422.23
genius,2019-10-26,284.0
genius,2019-10-27,856.8
genius,2019-10-28,459.19
genius,2019-10-29,1011.68
genius,2019-10-30,529.3
genius,2019-10-31,415.65
gewa,2019-10-01,2690.63
gewa,2019-10-02,4665.04
gewa,2019-10-03,674.4
gewa,2019-10-04,667.4300000000001
gewa,2019-10-05,2009.26
gewa,2019-10-06,2676.69
gewa,2019-10-07,1995.32
gewa,2019-10-08,2016.23
gewa,2019-10-09,1686.0
gewa,2019-10-10,1004.63
gewa,2019-10-11,660.46
gewa,2019-10-12,2023.2
gewa,2019-10-13,2360.4
gewa,2019-10-14,2690.4
gewa,2019-10-15,2023.2
gewa,2019-10-17,667.2
gewa,2019-10-19,330.0
gewa,2019-10-21,330.0
gewa,2019-10-23,660.0
gewa,2019-10-24,330.0
gewa,2019-10-25,330.0
gewa,2019-10-31,667.2
gigabyte,2019-10-01,180.44
gigabyte,2019-10-02,202.32
gigabyte,2019-10-03,337.2
gigabyte,2019-10-04,269.76
gigabyte,2019-10-05,263.84000000000003
gigabyte,2019-10-06,269.76
gigabyte,2019-10-07,134.88
gigabyte,2019-10-08,404.64
gigabyte,2019-10-09,71.82
gigabyte,2019-10-10,134.88
gigabyte,2019-10-11,123.04
gigabyte,2019-10-13,128.96
gigabyte,2019-10-14,134.88
gigabyte,2019-10-16,202.32
gigabyte,2019-10-17,174.52
gigabyte,2019-10-18,269.76
gigabyte,2019-10-19,139.26
gigabyte,2019-10-21,67.44
gigabyte,2019-10-22,226.0
gigabyte,2019-10-23,113.0
gigabyte,2019-10-25,67.44
gigabyte,2019-10-27,235.8
gigabyte,2019-10-29,64.09
gigabyte,2019-10-30,247.88
gigabyte,2019-10-31,134.88
gionee,2019-10-01,27070.74
gionee,2019-10-02,21399.9
gionee,2019-10-03,23872.08
gionee,2019-10-04,13280.64
gionee,2019-10-05,16507.89
gionee,2019-10-06,10765.2
gionee,2019-10-07,15162.86
gionee,2019-10-08,16077.92
gionee,2019-10-09,12147.47
gionee,2019-10-10,12721.44
gionee,2019-10-11,13991.06
gionee,2019-10-12,10365.67
gionee,2019-10-13,10381.58
gionee,2019-10-14,9748.6
gionee,2019-10-15,12857.24
gionee,2019-10-16,16214.73
gionee,2019-10-17,9322.93
gionee,2019-10-18,14382.39
gionee,2019-10-19,9629.59
gionee,2019-10-20,12686.19
gionee,2019-10-21,11676.92
gionee,2019-10-22,9371.25
gionee,2019-10-23,11914.6
gionee,2019-10-24,8498.16
gionee,2019-10-25,9367.07
gionee,2019-10-26,10197.02
gionee,2019-10-27,12050.93
gionee,2019-10-28,9386.07
gionee,2019-10-29,11037.43
gionee,2019-10-30,7917.42
gionee,2019-10-31,9796.3
gladen,2019-10-01,1704.03
gladen,2019-10-02,2938.3
gladen,2019-10-03,619.06
gladen,2019-10-04,2638.44
gladen,2019-10-05,536.69
gladen,2019-10-06,1647.39
gladen,2019-10-07,2733.67
gladen,2019-10-08,4720.86
gladen,2019-10-09,3960.22
gladen,2019-10-10,2750.44
gladen,2019-10-11,4404.25
gladen,2019-10-12,391.26
gladen,2019-10-13,1628.1
gladen,2019-10-14,866.18
gladen,2019-10-15,845.5799999999999
gladen,2019-10-16,1572.77
gladen,2019-10-17,1287.04
gladen,2019-10-18,1420.89
gladen,2019-10-19,3018.12
gladen,2019-10-20,1286.5
gladen,2019-10-21,1228.85
gladen,2019-10-22,3578.94
gladen,2019-10-23,1436.05
gladen,2019-10-24,443.5
gladen,2019-10-25,3477.51
gladen,2019-10-26,986.37
gladen,2019-10-27,401.55
gladen,2019-10-28,1034.5
gladen,2019-10-29,950.33
gladen,2019-10-30,803.1
gladen,2019-10-31,84.94
global,2019-10-01,331.64
global,2019-10-02,103.06
global,2019-10-03,205.3
global,2019-10-04,122.28
global,2019-10-05,184.74
global,2019-10-06,373.51
global,2019-10-07,204.3
global,2019-10-08,120.53
global,2019-10-09,114.89
global,2019-10-10,285.09
global,2019-10-11,155.02
global,2019-10-12,127.62
global,2019-10-13,281.99
global,2019-10-14,275.47
global,2019-10-15,134.82
global,2019-10-16,122.47
global,2019-10-17,145.26
global,2019-10-18,146.37
global,2019-10-19,257.16
global,2019-10-20,145.64
global,2019-10-21,132.46
global,2019-10-22,137.99
global,2019-10-23,85.11
global,2019-10-24,61.89
global,2019-10-25,61.379999999999995
global,2019-10-26,256.78
global,2019-10-27,224.8
global,2019-10-28,247.29
global,2019-10-29,44.29
global,2019-10-30,92.14
global,2019-10-31,175.2
google,2019-10-01,377916.52
