date,event_type,product_id,category_id,brand,price,user_id,user_session
2019-10-01,view,28719071,2053013565480109009,baden,102.71,520571932,ac1cd4e5-a3ce-4224-a2d7-ff660a105880
2019-10-01,view,28714755,2053013565228450757,respect,51.22,555447570,99877fbe-d5a8-475e-a662-66bc9d29b6f8
2019-10-01,view,3701388,2053013565983425517,dauscher,33.21,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2
2019-10-01,view,3900746,2053013552326770905,haier,102.38,555444559,98b88fa0-d8fa-4b9d-8a71-3dd403afab85
2019-10-01,view,28718079,2053013565362668491,respect,66.67,545323115,75fb5d0c-e907-4293-9c87-2419c2a7709d
2019-10-01,view,2700239,2053013563911439225,atlant,283.12,521242564,f102dd9b-1cbc-4271-b1f8-a34548d02ec3
2019-10-01,view,28717908,2053013565782098913,burgerschuhe,102.45,513798668,2034798f-43f2-8bcb-b169-c5f04a7a5a4f
2019-10-01,view,3701244,2053013565983425517,elenberg,33.44,515535834,d90a6f2f-0d0f-47cf-9fe9-62db93dffdb9
2019-10-01,view,3601505,2053013563810775923,samsung,463.15,526631741,5ec9bd77-beef-443e-b987-62ffb55b8132
2019-10-01,view,3600575,2053013563810775923,hotpoint-ariston,275.37,554754045,bd0302ef-c5ca-4b6a-b916-95cc2840c72c
2019-10-01,view,2900475,2053013554776244595,gorenje,295.99,533078094,6eaaf55a-7bbe-4b3d-95a8-f3b3e31c39c8
2019-10-01,view,1004767,2053013555631882655,samsung,254.82,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed
2019-10-01,view,1701111,2053013553031414015,acer,514.79,547028884,3ea7c620-a8d7-45c5-9ced-2e9874e2f549
2019-10-01,view,1003141,2053013555631882655,apple,382.97,551377651,ca11a570-47da-4630-898b-9a03127703da
2019-10-01,view,4803399,2053013554658804075,jbl,33.21,555428858,8a6afed4-77f8-40c9-8e76-e062b28216ce
2019-10-01,view,1005135,2053013555631882655,apple,1747.79,535871217,c6bd7419-2748-4c56-95b4-8cec9ff8b80d
2019-10-01,view,1002544,2053013555631882655,apple,464.13,532085144,77ae546a-542b-414c-a01b-c5ceca7e99cf
2019-10-01,view,13500041,2053013557099889147,brw,80.31,555446365,7f0062d8-ead0-4e0a-96f6-43a0b79a2fc4
2019-10-01,view,1005105,2053013555631882655,apple,1415.48,529755884,0b828fb6-99bd-4d26-beb3-3021f5d6102c
2019-10-01,view,1307135,2053013558920217191,hp,320.35,542378517,244570b9-ebb4-4d4a-b63a-653225d975d5
2019-10-01,view,1004659,2053013555631882655,samsung,787.18,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed
2019-10-01,view,4804295,2053013554658804075,xiaomi,23.13,541366014,6d8ce6fb-2953-4e95-96fe-b40f1ec50ba8
2019-10-01,view,1004873,2053013555631882655,samsung,388.81,555447651,c3240a5e-6cb8-4d78-9732-a63c608444ef
2019-10-01,view,1005073,2053013555631882655,samsung,1207.71,543427258,4fc3e61d-5f94-45bb-82dc-ac77f59b5870
2019-10-01,view,4802639,2053013554658804075,sony,218.77,514808401,1877639d-46a4-44f8-bae9-a14456952240
2019-10-01,view,3900930,2053013552326770905,teploross,90.32,555444559,98b88fa0-d8fa-4b9d-8a71-3dd403afab85
2019-10-01,view,3701062,2053013565983425517,gorenje,90.07,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2
2019-10-01,view,10900026,2053013555069845885,panasonic,40.8,514080443,b65b8d08-14af-496c-94cb-44886c6a96d5
2019-10-01,view,1004870,2053013555631882655,samsung,286.86,516489361,7d6d03fb-39d6-4143-8694-981a550acaaa
2019-10-01,view,1306083,2053013558920217191,hp,1512.78,550050854,7c90fc70-0e80-4590-96f3-13c02c18c713
2019-10-01,view,1307004,2053013558920217191,lenovo,290.61,542378517,244570b9-ebb4-4d4a-b63a-653225d975d5
2019-10-01,view,1004856,2053013555631882655,samsung,130.76,555447788,94c1a98c-41a3-401e-ad99-439beac4495c
2019-10-01,view,27700113,2053013560086233771,leo,48.9,515630204,f9cc0313-5572-4894-a4eb-45d855f064cc
2019-10-01,view,1004659,2053013555631882655,samsung,787.18,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed
2019-10-01,view,1004836,2053013555631882655,samsung,241.19,546259103,6e2984c8-502e-4fe7-bbba-34087f760175
2019-10-01,view,1004659,2053013555631882655,samsung,787.18,512558158,9a206ba2-37c7-4354-9d31-37ff3bb297ed
2019-10-01,view,1801555,2053013554415534427,lg,462.25,537918940,406c46ed-90a4-4787-a43b-59a410c1a5fb
2019-10-01,view,1004497,2053013555631882655,nokia,159.33,550859983,4718c88d-1892-4a5f-931a-f61ad7a20459
2019-10-01,view,1004856,2053013555631882655,samsung,130.76,515757896,4938043e-e50f-44ad-944d-958d04df62d6
2019-10-01,view,28708392,2053013565069067197,strobbs,31.92,555447570,99877fbe-d5a8-475e-a662-66bc9d29b6f8
2019-10-01,view,10900026,2053013555069845885,panasonic,40.8,514080443,b65b8d08-14af-496c-94cb-44886c6a96d5
2019-10-01,view,1004785,2053013555631882655,huawei,278.55,514336739,cccc58c1-4986-4d08-b595-d837c0c7d514
2019-10-01,view,3900990,2053013552326770905,ariston,122.18,554748717,5459fbe4-2aa5-42b9-9064-05f853218fe0
2019-10-01,view,3900815,2053013552326770905,ariston,133.82,531646433,f19e3ef4-a4c3-48b3-8a2b-9533fcf5d727
2019-10-01,view,1801551,2053013554415534427,haier,463.31,515511944,d63ef339-2d6a-411a-95bd-d58c77ae6e4f
2019-10-01,view,3900930,2053013552326770905,teploross,90.32,555444559,98b88fa0-d8fa-4b9d-8a71-3dd403afab85
2019-10-01,view,1004873,2053013555631882655,samsung,388.81,552783882,0ac92940-754e-4cee-baaf-e6a1701a7062
2019-10-01,view,1005115,2053013555631882655,apple,975.57,514218020,d7c4761f-de75-454b-9164-177db5e53695
2019-10-01,view,3900774,2053013552326770905,artel,72.85,513664804,c0177eae-2279-4b2f-8bf7-e9837cc0612a
2019-10-01,view,1004158,2053013555631882655,samsung,952.41,543427258,4fc3e61d-5f94-45bb-82dc-ac77f59b5870
2019-10-01,view,1801796,2053013554415534427,elenberg,411.83,537918940,406c46ed-90a4-4787-a43b-59a410c1a5fb
2019-10-01,view,1480734,2053013561092866779,pulser,983.27,512742880,0d0d91c2-c9c2-4e81-90a5-86594dec0db9
2019-10-01,view,6200688,2053013552293216471,oasis,28.7,512796782,d0923aaf-76e3-4ed6-bc0b-a837fad69e1b
2019-10-01,view,1003549,2053013555631882655,samsung,344.64,546089729,796f2f69-c266-4202-a583-b87394db8469
2019-10-01,view,1004720,2053013555631882655,huawei,130.65,555357251,a4184ca6-5dcb-40e3-b709-dde079c844ca
2019-10-01,view,1004258,2053013555631882655,apple,735.05,513758741,a8e9a7cf-2708-43b1-90ae-3a9b11bc4300
2019-10-01,view,27700113,2053013560086233771,leo,48.9,515630204,f9cc0313-5572-4894-a4eb-45d855f064cc
2019-10-01,view,1004870,2053013555631882655,samsung,286.86,516489361,7d6d03fb-39d6-4143-8694-981a550acaaa
2019-10-01,view,1306631,2053013558920217191,hp,580.89,550050854,7c90fc70-0e80-4590-96f3-13c02c18c713
2019-10-01,view,1004792,2053013555631882655,xiaomi,456.45,513457407,d6f9a1f2-f96f-4220-b393-ec697a3183c5
2019-10-01,view,5100855,2053013553341792533,apple,617.52,554190174,46279e69-5c2a-4c3c-945b-460268bc683c
2019-10-01,view,3701062,2053013565983425517,gorenje,90.07,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2
2019-10-01,view,1004321,2053013555631882655,huawei,243.25,514336739,cccc58c1-4986-4d08-b595-d837c0c7d514
2019-10-01,view,1003317,2053013555631882655,apple,957.53,514218020,d7c4761f-de75-454b-9164-177db5e53695
2019-10-01,view,1003305,2053013555631882655,apple,612.43,551377651,3c80f0d6-e9ec-4181-8c5c-837a30be2d68
2019-10-01,view,3701226,2053013565983425517,redmond,149.24,555217733,74d40a28-41f9-4325-bbae-b179bd2c0a38
2019-10-01,view,1004856,2053013555631882655,samsung,130.76,543272936,8187d148-3c41-46d4-b0c0-9c08cd9dc564
2019-10-01,view,1004545,2053013555631882655,huawei,566.01,537918940,406c46ed-90a4-4787-a43b-59a410c1a5fb
2019-10-01,view,1480456,2053013561092866779,pulser,1016.73,512742880,0d0d91c2-c9c2-4e81-90a5-86594dec0db9
2019-10-01,view,28714158,2053013565413000141,caprice,41.19,535055930,9f5785c3-2c85-4e0e-8173-0ae4527725ad
2019-10-01,view,28715758,2053013565069067197,nexpero,107.85,555447570,99877fbe-d5a8-475e-a662-66bc9d29b6f8
2019-10-01,view,3701062,2053013565983425517,gorenje,90.07,515342595,0e30e1c0-4d3e-4e1a-90e3-ab93b5f5c1a2
2019-10-01,view,6200547,2053013552293216471,oasis,49.81,555447228,1865d0ee-1f9b-4c7d-967a-43c0c1c481d7
2019-10-01,view,1003317,2053013555631882655,apple,957.53,512539408,3e686589-9b0c-4db0-9b75-3f2738583e75
2019-10-01,view,3600575,2053013563810775923,hotpoint-ariston,275.37,554754045,bd0302ef-c5ca-4b6a-b916-95cc2840c72c
2019-10-01,view,1004767,2053013555631882655,samsung,254.82,551417808,3f2209fb-0fe6-4093-8486-51e52dbda8cf
2019-10-01,view,1004856,2053013555631882655,samsung,130.76,513457407,d6f9a1f2-f96f-4220-b393-ec697a3183c5
2019-10-01,view,1004792,2053013555631882655,xiaomi,456.45,516896785,4263d574-0b40-416e-a53b-5203bb09a47c
